Subject_No;NDVI_500_mean;LUgreen_500m;DGURBA_CLA;compstudie2;Airport;AirportName;Year;Gender;Age;AgeGroups;Annoyance_road;HAv_road;Road_LDEN;Annoyance_rail;HAv_rail;Rail_LDEN;Annoyance_air;HAv_air;Air_LDEN
20098;0.348;0.167;1;3.2;3;CGN;2013;2.00;68.00;5070;1.00;0.00;54.8;1.00;0.00;35.0;3.00;0.00;51.8
20099;0.201;0.000;1;3.2;3;CGN;2013;1.00;79.00;7000;2.00;0.00;66.7;2.00;0.00;61.9;1.00;0.00;41.3
20100;0.488;0.999;2;3.2;3;CGN;2013;1.00;54.00;5070;4.00;1.00;35.0;1.00;0.00;35.0;3.00;0.00;50.7
20101;0.341;0.006;1;3.2;3;CGN;2013;2.00;79.00;7000;4.00;1.00;56.6;1.00;0.00;35.0;5.00;1.00;52.1
20102;0.506;0.999;2;3.2;3;CGN;2013;1.00;35.00;3050;1.00;0.00;35.0;1.00;0.00;35.0;3.00;0.00;50.9
20103;0.488;0.999;2;3.2;3;CGN;2013;2.00;51.00;5070;3.00;0.00;35.0;1.00;0.00;35.0;2.00;0.00;50.7
20104;0.351;0.574;1;3.2;3;CGN;2013;2.00;78.00;7000;1.00;0.00;51.0;1.00;0.00;35.0;4.00;1.00;47.5
20105;0.395;0.070;1;3.2;3;CGN;2013;1.00;54.00;5070;3.00;0.00;60.7;1.00;0.00;40.9;5.00;1.00;55.1
20106;0.409;0.604;1;3.2;3;CGN;2013;2.00;72.00;7000;1.00;0.00;49.5;1.00;0.00;35.0;2.00;0.00;47.1
20107;0.363;0.673;2;3.2;3;CGN;2013;1.00;42.00;3050;3.00;0.00;55.6;2.00;0.00;35.0;3.00;0.00;47.3
20108;0.181;0.000;1;3.2;3;CGN;2013;1.00;66.00;5070;2.00;0.00;70.6;1.00;0.00;45.5;2.00;0.00;43.0
20109;0.356;0.262;1;3.2;3;CGN;2013;1.00;80.00;7000;1.00;0.00;62.3;1.00;0.00;35.0;2.00;0.00;51.3
20110;0.385;0.597;1;3.2;3;CGN;2013;1.00;24.00;1830;1.00;0.00;51.6;1.00;0.00;35.0;1.00;0.00;47.3
20111;0.395;0.070;1;3.2;3;CGN;2013;2.00;60.00;5070;4.00;1.00;57.4;1.00;0.00;42.6;5.00;1.00;54.7
20112;0.417;0.429;2;3.2;3;CGN;2013;2.00;28.00;1830;2.00;0.00;60.2;1.00;0.00;35.0;2.00;0.00;49.0
20113;0.358;0.376;1;3.2;3;CGN;2013;1.00;62.00;5070;2.00;0.00;61.8;1.00;0.00;35.0;3.00;0.00;49.7
20114;0.371;0.000;1;3.2;3;CGN;2013;1.00;39.00;3050;2.00;0.00;66.0;1.00;0.00;35.0;2.00;0.00;55.5
20115;0.195;0.000;1;3.2;3;CGN;2013;2.00;50.00;5070;3.00;0.00;67.7;1.00;0.00;50.7;2.00;0.00;47.6
20116;0.353;0.311;1;3.2;3;CGN;2013;1.00;63.00;5070;2.00;0.00;54.0;1.00;0.00;35.0;2.00;0.00;50.3
20117;0.372;0.195;1;3.2;3;CGN;2013;1.00;75.00;7000;1.00;0.00;59.7;1.00;0.00;47.1;3.00;0.00;51.6
20118;0.417;0.168;1;3.2;3;CGN;2013;2.00;42.00;3050;3.00;0.00;51.1;1.00;0.00;40.5;4.00;1.00;54.6
20119;0.514;0.999;3;3.2;3;CGN;2013;2.00;54.00;5070;1.00;0.00;35.0;1.00;0.00;35.0;3.00;0.00;51.9
20120;0.330;0.548;2;3.2;3;CGN;2013;2.00;43.00;3050;2.00;0.00;52.4;1.00;0.00;35.0;2.00;0.00;48.5
20121;0.341;0.163;1;3.2;3;CGN;2013;2.00;63.00;5070;3.00;0.00;55.6;1.00;0.00;35.0;4.00;1.00;51.4
20122;0.275;0.077;1;3.2;3;CGN;2013;1.00;53.00;5070;3.00;0.00;46.3;1.00;0.00;42.9;3.00;0.00;50.1
20123;0.422;0.201;1;3.2;3;CGN;2013;1.00;72.00;7000;1.00;0.00;56.6;1.00;0.00;44.2;2.00;0.00;54.4
20124;0.375;0.003;1;3.2;3;CGN;2013;2.00;65.00;5070;2.00;0.00;68.4;1.00;0.00;35.0;4.00;1.00;55.7
20125;0.275;0.077;1;3.2;3;CGN;2013;1.00;54.00;5070;2.00;0.00;50.3;3.00;0.00;44.3;1.00;0.00;50.2
20126;0.366;0.414;2;3.2;3;CGN;2013;2.00;20.00;1830;1.00;0.00;35.0;1.00;0.00;35.0;4.00;1.00;48.4
20127;0.209;0.000;1;3.2;3;CGN;2013;2.00;66.00;5070;2.00;0.00;70.2;1.00;0.00;50.7;2.00;0.00;45.2
20128;0.405;0.088;1;3.2;3;CGN;2013;1.00;50.00;5070;3.00;0.00;68.0;1.00;0.00;40.6;4.00;1.00;55.6
20129;0.243;0.041;1;3.2;3;CGN;2013;1.00;49.00;3050;3.00;0.00;48.1;1.00;0.00;43.5;3.00;0.00;49.4
20130;0.492;0.999;2;3.2;3;CGN;2013;1.00;47.00;3050;3.00;0.00;35.0;1.00;0.00;35.0;3.00;0.00;50.9
20131;0.366;0.414;2;3.2;3;CGN;2013;2.00;86.00;7000;1.00;0.00;35.0;1.00;0.00;35.0;1.00;0.00;48.4
20132;0.393;0.044;1;3.2;3;CGN;2013;2.00;52.00;5070;3.00;0.00;68.1;1.00;0.00;42.9;5.00;1.00;55.6
20133;0.244;0.091;1;3.2;3;CGN;2013;1.00;85.00;7000;3.00;0.00;69.9;1.00;0.00;43.2;1.00;0.00;49.9
20134;0.340;0.386;1;3.2;3;CGN;2013;1.00;87.00;7000;1.00;0.00;51.4;1.00;0.00;35.0;2.00;0.00;46.5
20135;0.436;0.240;1;3.2;3;CGN;2013;1.00;20.00;1830;2.00;0.00;55.2;1.00;0.00;42.7;5.00;1.00;54.8
20136;0.388;0.039;1;3.2;3;CGN;2013;1.00;79.00;7000;4.00;1.00;64.1;1.00;0.00;39.8;5.00;1.00;55.5
20137;0.353;0.372;1;3.2;3;CGN;2013;2.00;69.00;5070;1.00;0.00;53.9;1.00;0.00;35.0;2.00;0.00;48.6
20138;0.275;0.144;1;3.2;3;CGN;2013;1.00;68.00;5070;3.00;0.00;68.9;3.00;0.00;41.0;4.00;1.00;50.9
20139;0.413;0.139;1;3.2;3;CGN;2013;2.00;79.00;7000;3.00;0.00;68.8;1.00;0.00;39.2;4.00;1.00;55.5
20140;0.371;0.014;1;3.2;3;CGN;2013;2.00;33.00;3050;1.00;0.00;63.4;1.00;0.00;39.5;4.00;1.00;55.4
20141;0.421;0.193;1;3.2;3;CGN;2013;1.00;73.00;7000;2.00;0.00;56.6;1.00;0.00;38.0;3.00;0.00;55.4
20142;0.413;0.139;1;3.2;3;CGN;2013;2.00;77.00;7000;3.00;0.00;66.9;2.00;0.00;42.0;5.00;1.00;55.5
20143;0.368;0.410;1;3.2;3;CGN;2013;1.00;69.00;5070;4.00;1.00;65.0;1.00;0.00;35.0;3.00;0.00;46.3
20144;0.344;0.106;1;3.2;3;CGN;2013;1.00;79.00;7000;1.00;0.00;56.8;2.00;0.00;35.0;4.00;1.00;51.2
20145;0.388;0.039;1;3.2;3;CGN;2013;1.00;70.00;7000;1.00;0.00;73.1;4.00;1.00;39.1;3.00;0.00;55.6
20146;0.334;0.010;1;3.2;3;CGN;2013;1.00;64.00;5070;1.00;0.00;55.3;1.00;0.00;35.0;4.00;1.00;51.7
20147;0.321;0.343;1;3.2;3;CGN;2013;2.00;58.00;5070;2.00;0.00;49.4;1.00;0.00;35.0;3.00;0.00;46.6
20148;0.348;0.351;1;3.2;3;CGN;2013;2.00;70.00;7000;4.00;1.00;54.9;1.00;0.00;35.0;5.00;1.00;48.8
20149;0.347;0.250;1;3.2;3;CGN;2013;1.00;52.00;5070;4.00;1.00;69.3;1.00;0.00;39.0;3.00;0.00;51.7
20150;0.371;0.014;1;3.2;3;CGN;2013;1.00;80.00;7000;3.00;0.00;62.5;3.00;0.00;39.5;4.00;1.00;55.4
20151;0.369;0.392;1;3.2;3;CGN;2013;1.00;62.00;5070;1.00;0.00;51.3;1.00;0.00;35.0;2.00;0.00;46.6
20152;0.413;0.186;1;3.2;3;CGN;2013;1.00;68.00;5070;5.00;1.00;72.5;1.00;0.00;42.0;5.00;1.00;55.5
20153;0.430;0.252;1;3.2;3;CGN;2013;2.00;81.00;7000;3.00;0.00;70.8;1.00;0.00;42.0;3.00;0.00;55.4
20154;0.430;0.252;1;3.2;3;CGN;2013;2.00;54.00;5070;4.00;1.00;67.0;1.00;0.00;41.7;5.00;1.00;55.4
20155;0.334;0.131;1;3.2;3;CGN;2013;2.00;72.00;7000;1.00;0.00;54.9;1.00;0.00;35.0;2.00;0.00;49.8
20156;0.324;0.581;2;3.2;3;CGN;2013;1.00;20.00;1830;1.00;0.00;35.0;1.00;0.00;35.0;1.00;0.00;49.8
20157;0.217;0.000;1;3.2;3;CGN;2013;1.00;65.00;5070;3.00;0.00;40.3;1.00;0.00;42.7;1.00;0.00;44.8
20158;0.329;0.264;1;3.2;3;CGN;2013;2.00;53.00;5070;1.00;0.00;53.4;1.00;0.00;35.0;1.00;0.00;46.1
20159;0.298;0.447;2;3.2;3;CGN;2013;1.00;80.00;7000;2.00;0.00;35.0;1.00;0.00;35.0;3.00;0.00;49.6
20160;0.218;0.100;1;3.2;3;CGN;2013;1.00;66.00;5070;1.00;0.00;57.1;1.00;0.00;45.6;2.00;0.00;49.8
20161;0.386;0.062;1;3.2;3;CGN;2013;2.00;82.00;7000;2.00;0.00;75.2;1.00;0.00;39.1;3.00;0.00;55.3
20162;0.214;0.000;1;3.2;3;CGN;2013;2.00;62.00;5070;3.00;0.00;66.8;3.00;0.00;44.0;3.00;0.00;45.5
20163;0.328;0.000;1;3.2;3;CGN;2013;1.00;28.00;1830;2.00;0.00;58.6;1.00;0.00;35.0;1.00;0.00;52.1
20164;0.277;0.225;1;3.2;3;CGN;2013;1.00;79.00;7000;3.00;0.00;62.4;1.00;0.00;39.1;4.00;1.00;50.7
20165;0.334;0.313;1;3.2;3;CGN;2013;1.00;72.00;7000;2.00;0.00;53.8;1.00;0.00;35.0;2.00;0.00;47.7
20166;0.329;0.129;1;3.2;3;CGN;2013;2.00;39.00;3050;1.00;0.00;50.6;1.00;0.00;35.0;4.00;1.00;49.4
20167;0.319;0.218;1;3.2;3;CGN;2013;2.00;72.00;7000;2.00;0.00;55.8;1.00;0.00;35.0;3.00;0.00;47.4
20168;0.188;0.000;1;3.2;3;CGN;2013;1.00;22.00;1830;2.00;0.00;60.6;1.00;0.00;43.7;1.00;0.00;43.6
20169;0.315;0.165;1;3.2;3;CGN;2013;1.00;54.00;5070;2.00;0.00;52.5;1.00;0.00;35.0;3.00;0.00;45.7
20170;0.368;0.453;1;3.2;3;CGN;2013;2.00;67.00;5070;4.00;1.00;72.9;3.00;0.00;42.5;4.00;1.00;52.2
20171;0.382;0.084;1;3.2;3;CGN;2013;1.00;64.00;5070;4.00;1.00;70.2;1.00;0.00;38.8;4.00;1.00;55.0
20172;0.433;0.305;1;3.2;3;CGN;2013;2.00;72.00;7000;5.00;1.00;66.0;5.00;1.00;39.3;5.00;1.00;55.3
20173;0.222;0.000;1;3.2;3;CGN;2013;2.00;85.00;7000;1.00;0.00;45.0;1.00;0.00;43.4;2.00;0.00;44.8
20174;0.205;0.000;1;3.2;3;CGN;2013;2.00;76.00;7000;1.00;0.00;38.7;1.00;0.00;40.2;1.00;0.00;44.0
20175;0.287;0.311;1;3.2;3;CGN;2013;2.00;65.00;5070;2.00;0.00;57.2;4.00;1.00;47.7;5.00;1.00;51.1
20176;0.338;0.787;2;3.2;3;CGN;2013;2.00;75.00;7000;1.00;0.00;51.7;1.00;0.00;35.0;1.00;0.00;48.5
20177;0.317;0.242;1;3.2;3;CGN;2013;1.00;35.00;3050;3.00;0.00;55.0;2.00;0.00;35.0;4.00;1.00;47.5
20178;0.319;0.178;1;3.2;3;CGN;2013;2.00;73.00;7000;1.00;0.00;48.6;1.00;0.00;35.0;4.00;1.00;45.8
20179;0.400;0.515;2;3.2;3;CGN;2013;1.00;68.00;5070;2.00;0.00;47.4;1.00;0.00;35.0;3.00;0.00;51.0
20180;0.379;0.101;1;3.2;3;CGN;2013;2.00;74.00;7000;4.00;1.00;56.9;1.00;0.00;36.9;4.00;1.00;54.6
20181;0.296;0.157;1;3.2;3;CGN;2013;2.00;58.00;5070;5.00;1.00;54.4;1.00;0.00;35.0;1.00;0.00;45.7
20182;0.321;0.211;1;3.2;3;CGN;2013;2.00;56.00;5070;3.00;0.00;63.1;1.00;0.00;35.0;2.00;0.00;47.9
20183;0.452;0.653;1;3.2;3;CGN;2013;1.00;70.00;7000;2.00;0.00;58.6;3.00;0.00;41.9;5.00;1.00;54.2
20184;0.296;0.157;1;3.2;3;CGN;2013;2.00;50.00;5070;2.00;0.00;50.8;1.00;0.00;35.0;2.00;0.00;45.9
20185;0.452;0.653;1;3.2;3;CGN;2013;1.00;59.00;5070;3.00;0.00;61.8;1.00;0.00;43.7;5.00;1.00;54.2
20186;0.369;0.314;2;3.2;3;CGN;2013;1.00;76.00;7000;2.00;0.00;55.6;1.00;0.00;35.0;3.00;0.00;50.9
20187;0.397;0.171;1;3.2;3;CGN;2013;1.00;63.00;5070;4.00;1.00;75.3;2.00;0.00;44.3;5.00;1.00;54.8
20188;0.201;0.157;1;3.2;3;CGN;2013;1.00;70.00;7000;1.00;0.00;64.9;4.00;1.00;44.8;2.00;0.00;50.1
20189;0.466;0.650;1;3.2;3;CGN;2013;2.00;83.00;7000;2.00;0.00;57.5;1.00;0.00;41.7;5.00;1.00;54.2
20190;0.165;0.029;1;3.2;3;CGN;2013;1.00;67.00;5070;2.00;0.00;47.6;4.00;1.00;62.1;1.00;0.00;49.0
20191;0.298;0.128;1;3.2;3;CGN;2013;2.00;65.00;5070;3.00;0.00;54.7;1.00;0.00;35.0;4.00;1.00;45.4
20192;0.335;0.335;2;3.2;3;CGN;2013;1.00;61.00;5070;1.00;0.00;53.7;1.00;0.00;35.0;1.00;0.00;51.1
20193;0.167;0.023;1;3.2;3;CGN;2013;1.00;57.00;5070;3.00;0.00;61.5;5.00;1.00;72.4;2.00;0.00;48.9
20194;0.359;0.053;1;3.2;3;CGN;2013;1.00;51.00;5070;2.00;0.00;56.3;3.00;0.00;37.4;5.00;1.00;53.0
20195;0.266;0.412;1;3.2;3;CGN;2013;1.00;23.00;1830;3.00;0.00;48.7;1.00;0.00;45.7;1.00;0.00;51.2
20196;0.349;0.000;1;3.2;3;CGN;2013;2.00;78.00;7000;3.00;0.00;59.1;2.00;0.00;37.4;5.00;1.00;52.0
20197;0.231;0.318;1;3.2;3;CGN;2013;2.00;61.00;5070;4.00;1.00;51.6;4.00;1.00;42.9;5.00;1.00;51.1
20198;0.231;0.318;1;3.2;3;CGN;2013;1.00;58.00;5070;1.00;0.00;51.6;2.00;0.00;43.2;4.00;1.00;51.3
20199;0.324;0.256;1;3.2;3;CGN;2013;2.00;64.00;5070;1.00;0.00;56.6;1.00;0.00;35.0;2.00;0.00;47.1
20200;0.355;0.010;1;3.2;3;CGN;2013;1.00;72.00;7000;4.00;1.00;59.0;4.00;1.00;35.0;4.00;1.00;51.3
20201;0.201;0.000;1;3.2;3;CGN;2013;1.00;55.00;5070;2.00;0.00;44.2;1.00;0.00;43.2;4.00;1.00;43.9
20202;0.231;0.318;1;3.2;3;CGN;2013;1.00;41.00;3050;3.00;0.00;49.2;2.00;0.00;44.0;4.00;1.00;51.3
20203;0.355;0.010;1;3.2;3;CGN;2013;2.00;19.00;1830;4.00;1.00;61.5;1.00;0.00;35.0;3.00;0.00;51.4
20204;0.344;0.088;1;3.2;3;CGN;2013;1.00;31.00;3050;4.00;1.00;61.4;3.00;0.00;35.0;4.00;1.00;50.0
20205;0.446;0.709;2;3.2;3;CGN;2013;2.00;65.00;5070;5.00;1.00;54.2;1.00;0.00;35.0;5.00;1.00;52.0
20206;0.336;0.173;2;3.2;3;CGN;2013;2.00;44.00;3050;3.00;0.00;71.0;1.00;0.00;35.0;2.00;0.00;50.7
20207;0.266;0.412;1;3.2;3;CGN;2013;2.00;58.00;5070;5.00;1.00;60.3;5.00;1.00;42.9;5.00;1.00;51.4
20208;0.299;0.284;1;3.2;3;CGN;2013;1.00;54.00;5070;4.00;1.00;52.3;1.00;0.00;35.0;4.00;1.00;45.1
20209;0.421;0.642;2;3.2;3;CGN;2013;2.00;70.00;7000;3.00;0.00;49.5;1.00;0.00;35.0;4.00;1.00;51.9
20210;0.478;0.750;1;3.2;3;CGN;2013;1.00;40.00;3050;2.00;0.00;60.3;1.00;0.00;44.5;3.00;0.00;54.7
20211;0.355;0.000;1;3.2;3;CGN;2013;2.00;82.00;7000;3.00;0.00;60.6;1.00;0.00;35.0;4.00;1.00;51.4
20212;0.355;0.000;1;3.2;3;CGN;2013;1.00;74.00;7000;3.00;0.00;60.6;1.00;0.00;37.5;3.00;0.00;51.6
20213;0.192;0.219;1;3.2;3;CGN;2013;1.00;21.00;1830;2.00;0.00;47.5;2.00;0.00;44.7;4.00;1.00;50.2
20214;0.216;0.306;1;3.2;3;CGN;2013;1.00;53.00;5070;2.00;0.00;47.7;2.00;0.00;45.3;4.00;1.00;50.5
20215;0.481;0.999;2;3.2;3;CGN;2013;1.00;28.00;1830;1.00;0.00;35.0;1.00;0.00;35.0;2.00;0.00;50.9
20216;0.366;0.439;2;3.2;3;CGN;2013;2.00;68.00;5070;4.00;1.00;53.7;1.00;0.00;35.0;5.00;1.00;50.7
20217;0.355;0.000;1;3.2;3;CGN;2013;2.00;74.00;7000;2.00;0.00;57.2;1.00;0.00;35.5;3.00;0.00;50.9
20218;0.339;0.105;2;3.2;3;CGN;2013;1.00;76.00;7000;1.00;0.00;63.6;1.00;0.00;35.0;1.00;0.00;50.9
20219;0.231;0.000;1;3.2;3;CGN;2013;2.00;74.00;7000;3.00;0.00;63.4;1.00;0.00;43.4;1.00;0.00;45.7
20220;0.285;0.168;1;3.2;3;CGN;2013;1.00;54.00;5070;2.00;0.00;71.7;1.00;0.00;35.0;4.00;1.00;44.9
20221;0.299;0.355;1;3.2;3;CGN;2013;1.00;70.00;7000;3.00;0.00;53.6;1.00;0.00;35.0;4.00;1.00;45.1
20222;0.312;0.319;2;3.2;3;CGN;2013;1.00;22.00;1830;1.00;0.00;67.2;1.00;0.00;35.0;2.00;0.00;51.3
20223;0.354;0.078;1;3.2;3;CGN;2013;2.00;76.00;7000;1.00;0.00;55.4;2.00;0.00;35.0;5.00;1.00;50.7
20224;0.360;0.022;1;3.2;3;CGN;2013;2.00;69.00;5070;3.00;0.00;60.6;3.00;0.00;36.7;5.00;1.00;51.0
20225;0.335;0.380;1;3.2;3;CGN;2013;2.00;83.00;7000;1.00;0.00;56.4;1.00;0.00;35.0;2.00;0.00;47.3
20226;0.244;0.400;1;3.2;3;CGN;2013;1.00;34.00;3050;1.00;0.00;66.3;1.00;0.00;39.1;1.00;0.00;51.7
20227;0.308;0.237;1;3.2;3;CGN;2013;1.00;54.00;5070;4.00;1.00;52.0;1.00;0.00;35.0;4.00;1.00;44.6
20228;0.334;0.000;1;3.2;3;CGN;2013;2.00;87.00;7000;1.00;0.00;57.1;1.00;0.00;39.9;1.00;0.00;51.7
20229;0.377;0.518;2;3.2;3;CGN;2013;1.00;30.00;3050;4.00;1.00;35.0;1.00;0.00;35.0;4.00;1.00;49.6
20230;0.182;0.128;1;3.2;3;CGN;2013;2.00;38.00;3050;1.00;0.00;52.1;3.00;0.00;58.4;1.00;0.00;49.7
20231;0.339;0.494;1;3.2;3;CGN;2013;2.00;90.00;7000;4.00;1.00;68.3;1.00;0.00;35.0;2.00;0.00;46.6
20232;0.303;0.084;2;3.2;3;CGN;2013;2.00;57.00;5070;3.00;0.00;57.4;1.00;0.00;35.0;3.00;0.00;51.1
20233;0.287;0.211;1;3.2;3;CGN;2013;2.00;49.00;3050;2.00;0.00;54.1;1.00;0.00;35.0;2.00;0.00;44.5
20234;0.255;0.000;1;3.2;3;CGN;2013;2.00;49.00;3050;3.00;0.00;48.5;3.00;0.00;46.6;3.00;0.00;45.4
20235;0.346;0.197;2;3.2;3;CGN;2013;2.00;65.00;5070;4.00;1.00;54.9;1.00;0.00;35.0;4.00;1.00;51.2
20236;0.356;0.997;2;3.2;3;CGN;2013;2.00;60.00;5070;1.00;0.00;35.0;1.00;0.00;35.0;3.00;0.00;50.4
20237;0.337;0.014;1;3.2;3;CGN;2013;2.00;74.00;7000;2.00;0.00;51.4;1.00;0.00;38.5;4.00;1.00;50.8
20238;0.244;0.000;1;3.2;3;CGN;2013;1.00;23.00;1830;1.00;0.00;49.5;2.00;0.00;43.9;1.00;0.00;46.2
20239;0.352;0.049;1;3.2;3;CGN;2013;1.00;69.00;5070;3.00;0.00;60.7;1.00;0.00;36.9;3.00;0.00;50.2
20240;0.374;0.212;1;3.2;3;CGN;2013;2.00;56.00;5070;2.00;0.00;64.6;2.00;0.00;35.0;4.00;1.00;48.9
20241;0.384;0.625;2;3.2;3;CGN;2013;1.00;49.00;3050;2.00;0.00;48.0;1.00;0.00;35.0;3.00;0.00;51.0
20242;0.252;0.000;1;3.2;3;CGN;2013;2.00;66.00;5070;5.00;1.00;57.4;3.00;0.00;40.4;3.00;0.00;46.1
20243;0.372;0.999;2;3.2;3;CGN;2013;2.00;59.00;5070;1.00;0.00;35.0;1.00;0.00;35.0;3.00;0.00;50.5
20244;0.360;0.630;2;3.2;3;CGN;2013;1.00;55.00;5070;1.00;0.00;35.0;1.00;0.00;35.0;3.00;0.00;49.9
20245;0.236;0.000;1;3.2;3;CGN;2013;1.00;60.00;5070;2.00;0.00;58.0;3.00;0.00;63.0;3.00;0.00;47.5
20246;0.340;0.045;1;3.2;3;CGN;2013;1.00;72.00;7000;2.00;0.00;55.8;2.00;0.00;36.8;4.00;1.00;49.8
20247;0.217;0.370;1;3.2;3;CGN;2013;2.00;76.00;7000;1.00;0.00;52.0;3.00;0.00;47.9;3.00;0.00;51.0
20248;0.340;0.045;1;3.2;3;CGN;2013;1.00;66.00;5070;4.00;1.00;49.4;1.00;0.00;37.9;5.00;1.00;50.2
20249;0.217;0.370;1;3.2;3;CGN;2013;2.00;30.00;3050;5.00;1.00;70.3;3.00;0.00;50.4;3.00;0.00;51.4
20250;0.245;0.000;1;3.2;3;CGN;2013;2.00;22.00;1830;1.00;0.00;65.4;2.00;0.00;57.6;2.00;0.00;47.1
20251;0.347;0.093;1;3.2;3;CGN;2013;2.00;50.00;5070;1.00;0.00;67.6;1.00;0.00;35.0;5.00;1.00;49.6
20252;0.400;0.779;2;3.2;3;CGN;2013;2.00;35.00;3050;1.00;0.00;51.0;1.00;0.00;35.0;2.00;0.00;51.0
20253;0.340;0.149;1;3.2;3;CGN;2013;1.00;68.00;5070;3.00;0.00;56.9;2.00;0.00;37.3;4.00;1.00;49.3
20254;0.378;0.437;1;3.2;3;CGN;2013;2.00;74.00;7000;2.00;0.00;58.3;1.00;0.00;35.0;4.00;1.00;49.0
20255;0.354;0.655;2;3.2;3;CGN;2013;2.00;48.00;3050;3.00;0.00;35.0;1.00;0.00;35.0;4.00;1.00;50.2
20256;0.362;0.599;2;3.2;3;CGN;2013;1.00;31.00;3050;2.00;0.00;37.8;1.00;0.00;35.0;1.00;0.00;50.1
20257;0.359;0.078;1;3.2;3;CGN;2013;1.00;59.00;5070;4.00;1.00;59.4;2.00;0.00;35.1;4.00;1.00;51.5
20258;0.291;0.000;1;3.2;3;CGN;2013;2.00;60.00;5070;3.00;0.00;64.5;1.00;0.00;48.2;4.00;1.00;45.6
20259;0.405;0.799;2;3.2;3;CGN;2013;1.00;61.00;5070;1.00;0.00;49.2;1.00;0.00;35.0;4.00;1.00;51.1
20260;0.350;0.213;2;3.2;3;CGN;2013;1.00;72.00;7000;4.00;1.00;65.6;1.00;0.00;35.0;4.00;1.00;52.3
20261;0.243;0.000;1;3.2;3;CGN;2013;2.00;64.00;5070;2.00;0.00;48.5;2.00;0.00;49.5;2.00;0.00;47.5
20262;0.313;0.080;1;3.2;3;CGN;2013;1.00;55.00;5070;1.00;0.00;56.2;1.00;0.00;37.3;2.00;0.00;49.2
20263;0.342;0.451;1;3.2;3;CGN;2013;2.00;73.00;7000;3.00;0.00;58.0;;;35.0;3.00;0.00;52.6
20264;0.264;0.132;1;3.2;3;CGN;2013;2.00;69.00;5070;2.00;0.00;50.3;1.00;0.00;35.0;5.00;1.00;47.7
20265;0.187;0.000;1;3.2;3;CGN;2013;2.00;75.00;7000;1.00;0.00;44.0;2.00;0.00;39.9;2.00;0.00;42.0
20266;0.230;0.000;1;3.2;3;CGN;2013;2.00;64.00;5070;1.00;0.00;55.1;1.00;0.00;44.9;1.00;0.00;42.4
20267;0.329;0.011;1;3.2;3;CGN;2013;1.00;20.00;1830;2.00;0.00;57.0;1.00;0.00;40.2;1.00;0.00;50.3
20268;0.312;0.148;1;3.2;3;CGN;2013;2.00;51.00;5070;2.00;0.00;54.7;1.00;0.00;35.9;1.00;0.00;48.9
20269;0.268;0.000;1;3.2;3;CGN;2013;2.00;64.00;5070;4.00;1.00;65.1;1.00;0.00;48.7;4.00;1.00;46.6
20270;0.312;0.230;1;3.2;3;CGN;2013;2.00;43.00;3050;4.00;1.00;58.6;3.00;0.00;35.1;5.00;1.00;48.4
20271;0.251;0.000;1;3.2;3;CGN;2013;2.00;74.00;7000;1.00;0.00;48.6;4.00;1.00;43.8;5.00;1.00;47.2
20272;0.351;0.050;1;3.2;3;CGN;2013;2.00;46.00;3050;4.00;1.00;59.5;2.00;0.00;41.0;3.00;0.00;50.5
20273;0.427;0.327;1;3.2;3;CGN;2013;2.00;77.00;7000;1.00;0.00;53.5;1.00;0.00;35.0;2.00;0.00;49.0
20274;0.294;0.150;1;3.2;3;CGN;2013;2.00;86.00;7000;2.00;0.00;55.8;1.00;0.00;35.0;1.00;0.00;44.9
20275;0.302;0.326;1;3.2;3;CGN;2013;1.00;28.00;1830;3.00;0.00;55.7;1.00;0.00;35.0;2.00;0.00;52.3
20276;0.347;0.025;1;3.2;3;CGN;2013;1.00;78.00;7000;1.00;0.00;56.3;1.00;0.00;37.9;2.00;0.00;49.9
20277;0.271;0.000;1;3.2;3;CGN;2013;2.00;69.00;5070;1.00;0.00;64.7;1.00;0.00;44.1;2.00;0.00;47.2
20278;0.379;0.395;1;3.2;3;CGN;2013;1.00;75.00;7000;3.00;0.00;56.4;1.00;0.00;35.0;4.00;1.00;51.5
20279;0.363;0.371;1;3.2;3;CGN;2013;1.00;72.00;7000;3.00;0.00;53.1;1.00;0.00;35.0;4.00;1.00;51.6
20280;0.370;0.662;2;3.2;3;CGN;2013;1.00;65.00;5070;1.00;0.00;46.5;1.00;0.00;35.0;1.00;0.00;50.7
20281;0.292;0.171;1;3.2;3;CGN;2013;1.00;61.00;5070;5.00;1.00;62.1;1.00;0.00;36.5;4.00;1.00;47.8
20282;0.303;0.654;1;3.2;3;CGN;2013;1.00;82.00;7000;3.00;0.00;69.4;1.00;0.00;45.0;5.00;1.00;53.5
20283;0.228;0.192;1;3.2;3;CGN;2013;1.00;21.00;1830;3.00;0.00;67.2;1.00;0.00;56.6;2.00;0.00;51.6
20284;0.373;0.618;2;3.2;3;CGN;2013;2.00;48.00;3050;3.00;0.00;49.5;1.00;0.00;35.0;3.00;0.00;51.0
20285;0.404;0.213;1;3.2;3;CGN;2013;1.00;73.00;7000;3.00;0.00;52.8;1.00;0.00;35.0;3.00;0.00;48.8
20286;0.349;0.347;1;3.2;3;CGN;2013;2.00;63.00;5070;2.00;0.00;50.6;2.00;0.00;35.0;3.00;0.00;51.8
20287;0.359;0.184;2;3.2;3;CGN;2013;2.00;76.00;7000;3.00;0.00;69.5;1.00;0.00;35.0;2.00;0.00;52.4
